,X,Y
0,42.011974594540575,-20.444170589303027
1,43.45100181381391,-20.201258851259567
2,43.39159224632033,-20.29015405361872
3,45.00483883666999,-20.074864044364197
4,45.06414433357842,-19.92153076474004
5,42.47798735378427,-18.97205256051968
6,43.15478182966497,-20.591131610311322
7,42.02585546289732,-21.049800528001544
8,43.29970801621133,-20.51407489410563
9,41.91331959497885,-21.68012097204545
10,43.14400259382504,-19.58956962162682
11,44.902869059402505,-20.279168106969934
12,43.63850358699695,-18.717356827807247
13,43.29183404609222,-20.348030468860134
14,43.19075429128276,-20.471360656383627
15,42.175810741206696,-19.878599785034957
16,33.54469700813916,-39.99850956670532
17,34.132547449406005,-41.00276724006516
18,32.93804969627885,-40.4398303444071
19,34.19094461329296,-39.26131270619608
20,34.2306911460951,-40.95268828108611
21,34.341106780984106,-40.85442781481057
22,33.8680911776587,-39.779891978259265
23,35.16875919126883,-40.502950560365925
24,32.7930553377745,-42.13288423353147
25,33.899167326166626,-41.19637317777287
26,34.62175745801538,-42.341775551631464
27,34.72123840477576,-39.329303881642126
28,31.92781302089889,-41.23954069564022
29,33.179216445053434,-38.885384722329235
30,32.45457549201117,-39.14938413391204
31,33.02124421643721,-40.38028953635472
32,34.39827262707954,-40.10371918772176
33,31.089537176525024,-42.72140838607434
34,34.99588264174338,-41.03580324108761
35,33.63462203079247,-41.199992358241495
36,32.11397981992718,-41.08501123032101
37,34.03801505996974,-41.05162372203141
38,32.53915382793906,-42.15751037546374
39,34.193476315240595,-37.264309458410786
40,41.42051211561169,-27.60752693128974
41,33.86394680111964,-40.38222580947808
42,-8.062249411323796,28.83232797983663
43,-11.61351294883264,32.815894938813585
44,-8.788875465823171,28.673896722507784
45,-7.191041695517807,26.044247946256707
46,-9.052923783151194,27.52463546195322
47,-11.354194005941805,29.903443699870827
48,-9.48368052348697,29.583837084174018
49,-10.025921223158836,30.351692303843727
50,-10.354865654524868,30.53220936964147
51,-6.551932878361484,25.876837184415475
52,-12.324533746652307,33.553154824945246
53,-9.577688518840262,30.289146965997215
54,-10.65296983265339,28.989779952200806
55,-7.3679288352957455,27.535557803806846
56,-9.402114287183421,28.491023109821214
57,-8.669882047949995,30.356126948328278
58,-8.534353001633068,30.267707122648158
59,-10.021727528234505,31.944001142799987
60,-9.220967374288307,29.15216438490568
61,-9.922095551031372,28.968381068470592
62,5.325660103243562,37.09329650548451
63,5.105252991158148,36.7706127532493
64,5.7478681638788185,37.26233564794955
65,5.665607246969201,38.53408571945863
66,6.2055078852599594,39.47033169900001
67,6.474860493765392,38.61120446791145
68,4.323359975608488,41.04592993388035
69,7.483862906678673,36.513979264070535
70,4.103244141729153,38.19205897615765
71,4.94188049911709,39.040480423872125
72,4.61700296866904,38.14134469880874
73,8.194983620602247,38.00615944945908
74,2.838042918167005,41.13115083874026
75,5.563805063974342,38.654031315797695
76,3.6216436497728584,38.544891603220414
77,6.158440149158993,38.752662801671896
78,4.281501932149459,37.547496280136286
79,5.786236627432837,36.529892556266475
80,3.958540880957951,37.40873821378943
81,-33.168468463323656,-4.88518211899593
82,-33.00258393784667,-3.208482876284283
83,-53.15151842979233,4.142557069745372
84,-33.8786770980483,-4.150878981831685
85,-45.18542040860664,-6.582938428214411
86,-31.940295407518253,-2.15164225576971
87,-31.095046217963837,-1.5321091798846638
88,-48.17330098029453,6.595345427399149
89,-29.36581182556739,-1.906028454174445
90,-36.82690924021852,-9.290619174061954
91,-49.077091829009234,4.810424571947962
92,-45.141090204477536,-7.707111344133389
93,-45.676063263156024,-5.1338556912708055
94,-31.16634171320317,-2.7630545868836744
95,-28.789287860080403,-5.248192794142945
96,-49.027517826890765,6.310832049576759
97,-32.02247439592942,-2.527288694628348
98,-27.364104159093756,4.197896993547498
99,-30.07823222808774,0.7933501855864741
100,-46.477872999103134,11.080211586625557
101,-50.048081954657846,5.074165184523698
102,-31.90600973656203,-4.161901811231216
103,-28.809998276978703,2.9745311153942344
104,-47.58336126511456,7.9981431154556395
105,-38.43250513966867,13.29564896563415
106,-31.36695112848014,0.36848714773812113
107,-31.24234788580562,-0.6232949686384112
108,-48.12142002206102,9.377437875061315
109,-31.59250813505007,-0.41935519221807854
110,-37.168900334995,12.505365796776067
111,-48.076738004020605,8.677531434764001
112,-45.253336282040095,-5.944833469064271
113,-37.919726822688396,12.93992552984978
114,-30.064696361449727,-0.15291468283850124
115,-45.190945211294306,-3.592504675980501
116,-46.489408818454365,-8.906062437596738
117,-30.0048524826892,0.6728152692793308
118,-27.843236108422467,2.137746056416018
119,-37.96004302723519,15.07877673814249
