,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
52,77,78,78,79,79,77,78,76,78,77,78,79,77,78,78,77,81,82,81,81,82,82,81,82,83,82,83,81,81,80,80,81,82,82,83,82,81,82,83,79,80,80,6,1,5,7,6,6,8,5,5,8,0,6,6,7,6,7,7,4,3,8,28,29,29,29,29,30,31,29,28,30,28,29,30,29,28,30,28,28,30,49,48,52,49,52,47,46,48,46,52,50,52,51,47,48,49,47,42,44,52,50,48,43,47,47,45,46,48,46,45,47,51,46,45,50,53,44,43,45
53,74,75,75,76,76,74,75,75,75,76,75,76,74,75,75,74,79,80,79,79,80,80,79,80,81,80,81,79,79,78,78,79,80,80,81,80,79,80,81,77,77,78,2,5,1,3,4,4,4,3,3,4,6,0,2,3,2,3,3,4,3,4,28,29,29,29,29,30,31,29,28,30,30,29,30,29,28,30,28,28,30,47,46,55,47,53,45,44,51,45,51,53,53,52,45,48,52,45,43,42,53,53,46,42,50,48,43,44,51,44,46,50,52,47,43,51,54,42,42,46
54,74,75,75,76,76,74,75,75,75,76,75,76,74,75,75,74,79,80,79,79,80,80,79,80,81,80,81,79,79,78,78,79,80,80,81,80,79,80,81,77,77,78,2,5,1,3,4,4,4,3,3,4,6,2,0,3,2,3,3,4,3,4,28,29,29,29,29,30,31,29,28,30,30,29,30,29,28,30,28,28,30,45,44,53,45,51,43,42,49,43,49,51,51,50,43,46,50,43,41,40,51,51,44,40,48,46,41,42,49,42,44,48,50,45,41,49,52,40,40,44
55,73,74,74,75,75,73,74,74,74,73,74,75,73,74,74,73,76,77,76,76,77,77,76,77,78,77,78,76,76,75,75,76,77,77,78,77,76,77,78,74,75,75,1,6,2,4,5,5,3,4,4,5,7,3,3,0,3,2,2,3,4,3,25,26,26,26,26,27,28,26,25,29,27,26,27,26,27,27,25,25,27,46,45,54,46,50,44,43,50,44,50,52,50,49,44,47,51,44,42,41,50,52,45,41,49,47,42,43,50,43,45,49,49,46,42,48,51,41,41,45
56,74,75,75,76,76,74,75,75,75,76,75,76,74,75,75,74,78,79,78,78,79,79,78,79,80,79,80,78,78,77,77,78,79,79,80,79,78,79,80,76,77,77,2,5,1,3,4,4,4,3,3,4,6,2,2,3,0,3,3,4,3,4,28,29,29,29,29,30,30,29,28,29,30,29,29,29,28,30,28,28,30,45,44,55,45,52,43,42,51,43,49,53,52,51,43,46,52,43,43,40,52,53,44,42,50,47,41,42,51,42,45,50,51,46,41,50,53,40,40,45
57,75,76,76,77,77,75,76,76,76,75,76,77,75,76,76,75,78,79,78,78,79,79,78,79,80,79,80,78,78,77,77,78,79,79,80,79,78,79,80,76,77,77,1,6,2,4,5,5,3,4,4,5,7,3,3,2,3,0,2,3,4,3,27,28,28,28,28,29,30,28,27,31,29,28,29,28,29,29,27,27,29,48,47,56,48,52,46,45,52,46,52,54,52,51,46,49,51,46,44,43,52,54,47,43,51,49,44,45,52,45,47,51,51,48,44,50,53,43,43,47
58,75,76,76,77,77,75,76,76,76,75,76,77,75,76,76,75,78,79,78,78,79,79,78,79,80,79,80,78,78,77,77,78,79,79,80,79,78,79,80,76,77,77,1,6,2,4,5,5,3,4,4,5,7,3,3,2,3,2,0,3,4,3,27,28,28,28,28,29,30,28,27,31,29,28,29,28,29,29,27,27,29,48,47,56,48,52,46,45,52,46,52,54,52,51,46,49,53,46,44,43,52,54,47,43,51,49,44,45,52,45,47,51,51,48,44,50,53,43,43,47
59,76,77,77,78,78,76,77,77,77,76,77,78,76,77,77,76,79,80,79,79,80,80,79,80,81,80,81,79,79,78,78,79,80,80,81,80,79,80,81,77,78,78,2,3,3,5,4,4,4,3,3,6,4,4,4,3,4,3,3,0,5,4,26,27,27,27,27,28,29,27,26,30,26,27,28,27,28,28,26,26,28,49,48,53,49,51,47,46,49,47,53,51,51,50,47,49,50,47,43,44,51,51,48,44,48,48,45,46,49,46,46,48,50,47,45,49,52,44,44,46
60,74,75,75,76,76,74,75,73,75,74,75,76,74,75,75,74,78,79,78,78,79,79,78,79,80,79,80,78,78,77,77,78,79,79,80,79,78,79,80,76,77,77,3,2,2,4,5,5,5,4,4,5,3,3,3,4,3,4,4,5,0,5,29,30,30,30,30,31,32,30,29,31,31,30,31,30,29,31,29,29,31,47,46,55,47,53,45,44,51,45,51,53,53,52,45,48,52,45,43,42,53,53,46,42,50,48,43,44,51,44,46,50,52,47,43,51,54,42,42,46
61,76,77,77,78,78,76,77,77,77,76,77,78,76,77,77,76,77,78,77,77,78,78,78,78,79,78,79,79,77,76,76,77,78,78,79,78,77,78,79,75,76,76,2,7,3,5,6,6,4,5,5,6,8,4,4,3,4,3,3,4,5,0,28,29,29,29,29,30,31,29,28,32,30,29,30,29,30,30,28,28,28,47,46,55,47,51,45,44,49,45,49,51,51,48,45,48,52,45,43,42,51,51,46,42,50,48,43,44,49,44,46,48,48,47,43,49,52,42,42,46
62,73,74,74,75,75,73,74,74,74,73,72,75,73,74,74,73,81,82,81,81,82,82,81,82,83,82,83,81,81,80,80,81,80,82,82,82,81,82,83,79,75,82,26,29,27,29,30,29,28,29,28,30,28,28,28,25,28,27,27,26,29,28,0,1,1,1,5,3,6,6,1,5,2,7,5,1,3,2,2,4,2,52,51,62,52,53,50,49,58,46,54,58,55,54,50,46,59,50,40,47,55,60,51,43,57,51,48,49,56,49,49,57,54,50,48,53,56,47,43,49
63,73,74,74,75,75,73,74,74,74,73,72,75,73,74,74,73,81,82,81,81,82,82,81,82,83,82,83,81,81,80,80,81,80,82,82,82,81,82,83,79,75,82,27,30,28,30,31,30,29,30,29,31,29,29,29,26,29,28,28,27,30,29,1,0,1,2,5,3,6,6,2,5,1,7,5,2,3,2,1,3,1,51,50,61,51,52,49,48,57,45,53,57,54,53,49,45,58,49,39,46,54,59,50,42,56,50,47,48,55,48,48,56,53,49,47,52,55,46,42,48
64,73,74,74,75,75,73,74,74,74,73,72,75,73,74,74,73,81,82,81,81,82,82,81,82,83,82,83,81,81,80,80,81,80,82,82,82,81,82,83,79,75,82,27,30,28,30,31,30,29,30,29,31,29,29,29,26,29,28,28,27,30,29,1,1,0,2,4,2,5,5,2,4,2,6,4,2,2,1,2,4,2,52,51,62,52,53,50,49,58,46,54,58,55,54,50,46,59,50,40,47,55,60,51,43,57,51,48,49,56,49,49,57,54,50,48,53,56,47,43,49
65,74,75,75,76,76,74,75,75,75,74,73,76,74,75,75,74,82,83,82,82,83,83,82,83,84,83,84,82,82,81,81,82,81,83,83,83,82,83,84,80,76,83,27,30,28,30,31,30,29,30,29,31,29,29,29,26,29,28,28,27,30,29,1,2,2,0,6,4,7,7,2,6,3,8,6,2,4,3,3,5,3,53,52,63,53,54,51,50,59,47,55,59,56,55,51,47,60,51,41,48,56,61,52,44,58,52,49,50,57,50,50,58,55,51,49,54,57,48,44,50
66,75,76,76,77,77,75,76,76,76,75,74,77,75,76,76,75,82,83,82,82,83,83,82,83,84,83,84,82,82,81,81,82,81,83,83,83,82,83,84,80,76,83,27,30,28,30,31,30,29,30,29,31,29,29,29,26,29,28,28,27,30,29,5,5,4,6,0,4,7,7,6,8,6,2,6,6,6,5,4,2,6,52,51,63,52,57,50,49,59,48,54,59,59,58,50,48,60,50,42,47,59,61,51,45,58,52,48,49,57,49,51,58,58,52,48,57,60,47,45,51
67,74,75,75,76,76,74,75,75,75,74,73,76,74,75,75,74,82,83,82,82,83,83,82,83,84,83,84,82,82,81,81,82,81,83,83,83,82,83,84,80,76,83,28,31,29,31,32,31,30,31,30,32,30,30,30,27,30,29,29,28,31,30,3,3,2,4,4,0,6,4,3,5,4,6,5,4,3,3,4,4,4,53,52,63,53,54,51,50,59,47,55,59,56,55,51,47,60,51,41,48,56,61,52,44,58,51,49,50,57,50,50,58,55,51,49,54,57,48,44,50
68,75,76,76,77,77,75,76,76,76,75,74,77,75,76,76,75,83,84,83,83,84,84,83,84,85,84,85,83,83,82,82,83,82,84,84,84,83,84,85,81,78,84,29,32,30,32,33,32,31,32,31,33,31,31,31,28,30,30,30,29,32,31,6,6,5,7,7,6,0,4,5,3,7,7,1,7,5,6,7,9,7,55,54,61,55,52,53,52,57,48,54,59,54,53,53,48,58,53,43,50,54,59,54,47,56,48,51,52,55,52,46,56,53,47,51,52,55,50,46,46
69,72,73,73,74,74,72,73,73,73,72,71,74,72,73,73,72,81,82,81,81,82,82,81,82,83,82,83,81,81,80,80,81,80,82,82,82,81,82,83,79,75,82,27,30,28,30,31,30,29,30,29,31,29,29,29,26,29,28,28,27,30,29,6,6,5,7,7,4,4,0,5,5,7,7,5,7,5,6,7,7,7,54,53,62,54,53,52,51,58,47,56,60,55,54,52,47,59,52,41,49,55,60,53,45,57,49,50,51,56,51,48,57,54,49,50,53,56,49,45,48
70,74,75,75,76,76,74,75,75,75,74,73,76,74,75,75,74,82,83,82,82,83,83,82,83,84,83,84,82,82,81,81,82,81,83,83,83,82,83,84,80,76,83,26,29,27,29,30,29,28,29,28,30,28,28,28,25,28,27,27,26,29,28,1,2,2,2,6,3,5,5,0,4,3,8,4,2,2,3,3,5,3,52,51,62,52,52,50,49,58,45,54,58,54,53,50,45,59,50,39,47,54,60,51,43,57,50,48,49,56,49,48,57,53,49,48,52,55,47,43,48
71,73,74,74,75,75,73,74,74,74,75,72,75,73,74,74,73,82,83,82,82,83,83,82,83,84,83,84,82,82,81,81,82,81,83,83,83,82,83,84,80,76,83,30,31,29,31,32,31,32,31,30,32,30,30,30,29,29,31,31,30,31,32,5,5,4,6,8,5,3,5,4,0,6,8,4,6,2,5,6,8,6,52,51,62,52,53,50,49,58,45,53,58,55,54,50,45,59,50,40,47,55,60,51,44,57,49,48,49,56,49,47,57,54,48,48,53,56,47,43,47
72,74,75,75,76,76,74,75,75,75,74,73,76,74,75,75,74,82,83,82,82,83,83,82,83,84,83,84,82,82,81,81,82,81,83,83,83,82,83,84,80,76,83,28,29,29,31,30,29,30,29,28,32,28,30,30,27,30,29,29,26,31,30,2,1,2,3,6,4,7,7,3,6,0,8,6,3,4,3,2,4,2,52,51,60,52,53,50,49,56,46,54,56,55,54,50,46,57,50,40,47,55,58,51,43,55,51,48,49,54,49,49,55,54,50,48,53,56,47,43,49
73,74,75,75,76,76,74,75,75,75,74,73,76,74,75,75,74,81,82,81,81,82,82,81,82,83,82,83,81,81,80,80,81,80,82,82,82,81,82,83,79,75,82,27,30,28,30,31,31,29,30,30,31,29,29,29,26,29,28,28,27,30,29,7,7,6,8,2,6,7,7,8,8,8,0,8,8,8,7,6,4,8,53,52,63,53,58,51,50,59,49,54,59,60,59,51,49,60,51,43,48,60,61,52,46,58,53,49,50,57,50,52,58,59,53,49,58,61,48,46,52
74,76,77,77,78,78,76,77,77,77,76,75,78,76,77,77,76,84,85,84,84,85,85,84,85,86,85,86,84,84,83,83,84,83,85,85,85,84,85,86,82,79,85,28,31,29,31,32,31,30,31,30,32,30,30,30,27,29,29,29,28,31,30,5,5,4,6,6,5,1,5,4,4,6,8,0,6,4,5,6,8,6,54,53,61,54,51,52,51,57,47,54,59,53,52,52,47,58,52,42,49,53,59,53,46,56,47,50,51,55,51,45,56,52,46,50,51,54,49,45,45
75,74,75,75,76,76,74,75,75,75,74,73,76,74,75,75,74,82,83,82,82,83,83,82,83,84,83,84,82,82,81,81,82,81,83,83,83,82,83,84,80,76,83,27,30,28,30,31,30,29,30,29,31,29,29,29,26,29,28,28,27,30,29,1,2,2,2,6,4,7,7,2,6,3,8,6,0,4,3,3,5,3,53,52,63,53,54,51,50,59,47,55,59,56,55,51,47,60,51,41,48,56,61,52,44,58,52,49,50,57,50,50,58,55,51,49,54,57,48,44,50
76,73,74,74,75,75,73,74,74,74,75,72,75,73,74,74,73,83,84,83,83,84,84,83,84,85,84,85,83,83,82,82,83,82,84,84,84,83,84,85,81,76,84,28,29,27,29,30,29,30,29,28,30,28,28,28,27,28,29,29,28,29,30,3,3,2,4,6,3,5,5,2,2,4,8,4,4,0,3,4,6,4,51,50,61,51,53,49,48,57,44,53,57,55,54,49,44,58,49,38,46,55,59,50,42,56,49,47,48,55,48,47,56,54,48,47,53,56,46,42,47
77,74,75,75,76,76,74,75,75,75,74,73,76,74,75,75,74,82,83,82,82,83,83,82,83,84,83,84,82,82,81,81,82,81,83,83,83,82,83,84,80,76,83,28,31,29,31,32,31,30,31,30,32,30,30,30,27,30,29,29,28,31,30,2,2,1,3,5,3,6,6,3,5,3,7,5,3,3,0,3,5,3,53,52,63,53,54,51,50,59,47,55,59,56,55,51,47,60,51,41,48,56,61,52,44,58,52,49,50,57,50,50,58,55,51,49,54,57,48,44,50
78,74,75,75,76,76,74,75,75,75,74,73,76,74,75,75,74,82,83,82,82,83,83,82,83,84,83,84,82,82,81,81,82,81,83,83,83,82,83,84,80,76,83,26,29,27,29,30,29,28,29,28,30,28,28,28,25,28,27,27,26,29,28,2,1,2,3,4,4,7,7,3,6,2,6,6,3,4,3,0,2,2,50,49,62,50,53,48,47,58,46,54,58,55,54,48,46,59,48,40,45,55,60,49,43,57,51,46,47,56,47,49,57,54,50,46,53,56,45,43,49
79,74,75,75,76,76,74,75,75,75,74,73,76,74,75,75,74,81,82,81,81,82,82,81,82,83,82,83,81,81,80,80,81,80,82,82,82,81,82,83,79,75,82,26,29,27,29,30,29,28,29,28,30,28,28,28,25,28,27,27,26,29,28,4,3,4,5,2,4,9,7,5,8,4,4,8,5,6,5,2,0,4,50,49,63,50,55,48,47,59,46,54,59,57,56,48,46,60,48,40,45,57,61,49,43,58,52,46,47,57,47,51,58,56,52,46,55,58,45,43,51
80,74,75,75,76,76,74,75,75,75,74,73,76,74,75,75,74,82,83,82,82,83,83,82,83,84,83,84,82,82,81,81,82,81,83,83,83,82,83,84,80,76,83,28,31,29,31,32,31,30,31,30,32,30,30,30,27,30,29,29,28,31,28,2,1,2,3,6,4,7,7,3,6,2,8,6,3,4,3,2,4,0,50,49,60,50,51,48,47,56,44,52,56,53,52,48,44,57,48,38,45,53,58,49,41,55,49,46,47,54,47,47,55,52,48,46,51,54,45,41,47
81,78,79,79,80,80,78,79,78,79,79,79,80,79,79,79,78,84,85,84,84,85,85,84,85,84,85,86,84,84,83,83,84,85,83,85,85,84,85,84,83,82,85,47,49,46,46,47,46,47,48,47,47,49,47,45,46,45,48,48,49,47,47,52,51,52,53,52,53,55,54,52,52,52,53,54,53,51,53,50,50,50,0,1,34,2,31,4,3,32,8,14,30,29,32,4,12,31,3,13,5,33,34,5,9,31,31,4,5,34,5,29,33,31,30,6,31,28,5,9,31
82,78,79,79,80,80,78,79,78,79,79,79,80,79,79,79,78,84,85,84,84,85,85,84,85,84,85,86,84,84,83,83,84,85,83,85,85,84,85,84,83,82,85,46,48,45,45,46,45,46,47,46,46,48,46,44,45,44,47,47,48,46,46,51,50,51,52,51,52,54,53,51,51,51,52,53,52,50,52,49,49,49,1,0,33,1,30,3,2,31,7,13,29,28,31,3,11,30,2,12,4,32,33,4,8,30,30,3,4,33,4,28,32,30,29,5,30,27,4,8,30
83,87,88,88,89,89,87,88,87,88,88,88,89,88,88,88,87,92,93,92,92,93,93,92,93,92,93,94,92,92,93,91,92,93,93,93,91,92,93,92,91,91,93,55,53,54,55,52,52,57,52,53,56,52,55,53,54,55,56,56,53,55,55,62,61,62,63,63,63,61,62,62,62,60,63,61,63,61,63,62,63,60,34,33,0,34,32,32,33,8,32,24,8,30,31,34,35,7,33,31,35,32,8,33,33,7,31,34,35,10,35,30,9,31,30,36,30,30,35,35,31
84,79,80,80,81,81,79,80,79,80,80,80,81,80,80,80,79,85,86,85,85,86,86,85,86,85,86,87,85,85,84,84,85,86,84,86,86,85,86,85,84,83,86,47,49,46,46,47,46,47,48,47,47,49,47,45,46,45,48,48,49,47,47,52,51,52,53,52,53,55,54,52,52,52,53,54,53,51,53,50,50,50,2,1,34,0,31,4,3,32,8,14,30,29,32,4,12,31,3,13,5,33,34,5,9,31,31,4,5,34,5,29,33,31,30,6,31,28,5,9,31
85,86,87,87,88,88,85,87,86,87,85,87,88,87,87,87,86,86,87,86,86,87,87,86,88,86,87,88,86,86,85,85,86,87,87,87,87,86,87,85,87,90,87,51,53,52,52,53,52,51,54,53,53,52,53,51,50,52,52,52,51,53,51,53,52,53,54,57,54,52,53,52,53,53,58,51,54,53,54,53,55,51,31,30,32,31,0,29,28,28,23,30,30,6,3,29,28,27,29,23,28,4,28,30,27,25,23,27,28,28,28,21,27,9,22,29,2,6,28,28,23
86,77,78,78,79,79,77,78,77,78,78,78,79,78,78,78,77,83,84,83,83,84,84,83,84,83,84,85,83,83,82,82,83,84,82,84,82,83,84,83,82,81,84,45,47,44,44,45,44,45,46,45,45,47,45,43,44,43,46,46,47,45,45,50,49,50,51,50,51,53,52,50,50,50,51,52,51,49,51,48,48,48,4,3,32,4,29,0,1,30,6,12,30,27,30,2,12,29,3,11,3,31,32,1,7,29,29,2,3,32,3,27,31,29,28,4,29,30,3,7,29
87,76,77,77,78,78,76,77,76,77,77,77,78,77,77,77,76,82,83,82,82,83,83,82,83,82,83,84,82,82,81,81,82,83,81,83,83,82,83,82,81,80,83,44,46,43,43,44,43,44,45,44,44,46,44,42,43,42,45,45,46,44,44,49,48,49,50,49,50,52,51,49,49,49,50,51,50,48,50,47,47,47,3,2,33,3,28,1,0,29,5,13,29,26,29,1,11,28,2,10,2,30,31,2,6,28,28,1,2,31,2,26,30,28,27,3,28,29,2,6,28
88,84,85,85,86,86,84,85,84,85,85,85,86,85,85,85,84,89,90,89,89,90,90,90,90,89,90,91,91,89,88,88,89,90,90,90,90,89,90,89,88,88,90,51,49,50,51,48,48,51,48,49,52,48,51,49,50,51,52,52,49,51,49,58,57,58,59,59,59,57,58,58,58,56,59,57,59,57,59,58,59,56,32,31,8,32,28,30,29,0,28,20,2,26,25,30,31,3,31,27,31,28,4,31,29,3,27,30,31,2,31,26,1,25,26,32,26,28,31,31,27
89,75,76,76,77,77,75,76,75,76,76,76,77,76,76,76,75,79,80,79,79,80,80,79,80,79,80,81,79,79,78,78,79,80,80,80,80,79,80,79,78,79,80,45,47,44,44,45,44,45,46,45,45,46,45,43,44,43,46,46,47,45,45,46,45,46,47,48,47,48,47,45,45,46,49,47,47,44,47,46,46,44,8,7,32,8,23,6,5,28,0,12,28,21,24,6,10,27,6,9,7,25,30,7,7,27,23,6,7,30,7,21,29,23,22,8,23,24,7,7,23
90,80,81,81,82,82,80,81,80,81,81,81,82,81,81,81,80,83,84,83,83,84,84,84,84,83,84,85,85,83,82,82,83,84,84,84,82,83,84,83,82,82,84,51,53,50,51,50,50,51,50,51,52,52,51,49,50,49,52,52,53,51,49,54,53,54,55,54,55,54,56,54,53,54,54,54,55,53,55,54,54,52,14,13,24,14,30,12,13,20,12,0,20,28,29,14,18,21,15,19,15,32,22,13,15,21,31,14,15,22,15,29,21,26,30,16,30,29,15,15,31
91,85,86,86,87,87,85,86,85,86,86,86,87,86,86,86,85,89,90,89,89,90,90,90,90,89,90,91,91,89,88,88,89,90,90,90,90,89,90,89,88,88,90,53,51,52,53,50,50,53,50,51,54,50,53,51,52,53,54,54,51,53,51,58,57,58,59,59,59,59,60,58,58,56,59,59,59,57,59,58,59,56,30,29,8,30,30,30,29,2,28,20,0,28,27,30,31,5,29,27,31,30,6,31,29,5,29,30,31,4,31,28,3,27,28,32,28,28,31,31,29
92,86,87,87,88,88,85,87,86,87,85,87,88,87,87,87,86,86,87,86,86,87,87,86,88,86,87,88,86,86,85,85,86,87,87,87,87,86,87,85,87,90,87,51,53,52,52,53,52,51,54,53,53,52,53,51,50,52,52,52,51,53,51,55,54,55,56,59,56,54,55,54,55,55,60,53,56,55,56,55,57,53,29,28,30,29,6,27,26,26,21,28,28,0,5,27,28,25,27,25,28,6,28,28,27,25,23,27,28,28,28,21,27,7,22,29,4,6,28,28,23
93,87,88,88,89,89,86,88,87,88,86,88,89,88,88,88,87,85,86,85,85,86,86,86,87,85,86,87,87,85,84,84,85,86,86,86,86,85,86,84,86,89,86,50,52,51,51,52,51,50,53,52,52,51,52,50,49,51,51,51,50,52,48,54,53,54,55,58,55,53,54,53,54,54,59,52,55,54,55,54,56,52,32,31,31,32,3,30,29,25,24,29,27,5,0,30,29,26,30,24,29,3,25,31,28,24,22,28,29,25,29,20,24,6,21,30,1,5,29,29,22
94,76,77,77,78,78,76,77,76,77,77,77,78,77,77,77,76,82,83,82,82,83,83,82,83,82,83,84,82,82,81,81,82,83,81,83,83,82,83,82,81,80,83,45,47,44,44,45,44,45,46,45,45,47,45,43,44,43,46,46,47,45,45,50,49,50,51,50,51,53,52,50,50,50,51,52,51,49,51,48,48,48,4,3,34,4,29,2,1,30,6,14,30,27,30,0,12,29,3,11,3,31,32,3,7,29,29,2,3,32,3,27,31,29,28,4,29,30,3,7,29
95,74,75,75,76,76,74,75,74,75,75,75,76,75,75,75,74,81,82,81,81,82,82,81,82,81,82,83,81,81,80,80,81,82,80,82,82,81,82,81,80,78,82,48,49,47,47,48,47,48,49,48,48,48,48,46,47,46,49,49,49,48,48,46,45,46,47,48,47,48,47,45,45,46,49,47,47,44,47,46,46,44,12,11,35,12,28,12,11,31,10,18,31,28,29,12,0,30,13,6,13,30,33,13,11,30,24,12,13,33,13,22,32,30,23,14,28,27,13,11,24
96,84,85,85,86,86,84,85,84,85,85,85,86,85,85,85,84,91,92,91,91,92,92,91,92,91,92,93,91,91,90,90,91,92,92,92,92,91,92,91,90,90,92,52,50,51,52,49,49,52,49,50,53,49,52,50,51,52,51,53,50,52,52,59,58,59,60,60,60,58,59,59,59,57,60,58,60,58,60,59,60,57,31,30,7,31,27,29,28,3,27,21,5,25,26,29,30,0,30,26,30,27,5,30,28,2,26,29,30,5,30,25,4,26,25,31,25,27,30,30,26
97,77,78,78,79,79,77,78,77,78,78,78,79,78,78,78,77,83,84,83,83,84,84,83,84,83,84,85,83,83,82,82,83,84,82,84,84,83,84,83,82,81,84,45,47,44,44,45,44,45,46,45,45,47,45,43,44,43,46,46,47,45,45,50,49,50,51,50,51,53,52,50,50,50,51,52,51,49,51,48,48,48,3,2,33,3,29,3,2,31,6,15,29,27,30,3,13,30,0,12,4,31,33,4,8,30,29,3,4,33,4,27,32,29,28,5,29,28,4,8,29
98,72,73,73,74,74,72,73,72,73,73,73,74,73,73,73,72,80,81,80,80,81,81,80,81,80,81,82,80,80,79,79,80,81,79,81,81,80,81,80,79,76,81,43,43,42,42,43,42,43,44,43,43,42,43,41,42,43,44,44,43,43,43,40,39,40,41,42,41,43,41,39,40,40,43,42,41,38,41,40,40,38,13,12,31,13,23,11,10,27,9,19,27,25,24,11,6,26,12,0,10,25,27,12,6,24,21,9,10,27,10,19,26,25,20,11,23,26,10,8,21
99,76,77,77,78,78,76,77,76,77,77,77,78,77,77,77,76,82,83,82,82,83,83,82,83,82,83,84,82,82,81,81,82,83,81,83,83,82,83,82,81,80,83,42,44,41,41,42,41,42,43,42,42,44,42,40,41,40,43,43,44,42,42,47,46,47,48,47,48,50,49,47,47,47,48,49,48,46,48,45,45,45,5,4,35,5,28,3,2,31,7,15,31,28,29,3,13,30,4,10,0,30,31,4,6,28,28,1,2,31,2,26,30,28,27,3,28,31,2,6,28
100,88,89,89,90,90,87,89,88,89,87,89,90,89,89,89,88,88,89,88,88,89,89,88,90,88,89,90,88,88,87,87,88,89,89,89,89,88,89,87,89,92,89,51,53,52,52,53,52,51,54,53,53,52,53,51,50,52,52,52,51,53,51,55,54,55,56,59,56,54,55,54,55,55,60,53,56,55,56,55,57,53,33,32,32,33,4,31,30,28,25,32,30,6,3,31,30,27,31,25,30,0,28,32,29,25,23,29,30,28,30,21,27,9,22,31,2,6,30,30,23
101,86,87,87,88,88,86,87,86,87,87,87,88,87,87,87,86,89,90,89,89,90,90,90,90,89,90,91,91,89,90,88,89,90,90,90,90,89,90,89,88,88,90,53,51,52,53,50,50,53,50,51,54,50,53,51,52,53,54,54,51,53,51,60,59,60,61,61,61,59,60,60,60,58,61,59,61,59,61,60,61,58,34,33,8,34,28,32,31,4,30,22,6,28,25,32,33,5,33,27,31,28,0,33,29,3,27,30,31,4,31,26,3,25,26,32,26,30,31,31,27
102,78,79,79,80,80,78,79,78,79,79,79,80,79,79,79,78,82,83,82,82,83,83,82,83,82,83,84,82,82,81,81,82,83,81,83,81,82,83,82,81,80,83,46,48,45,45,46,45,46,47,46,46,48,46,44,45,44,47,47,48,46,46,51,50,51,52,51,52,54,53,51,51,51,52,53,52,50,52,49,49,49,5,4,33,5,30,1,2,31,7,13,31,28,31,3,13,30,4,12,4,32,33,0,8,30,30,3,4,33,4,28,32,30,29,5,30,31,4,8,30
103,74,75,75,76,76,74,75,74,75,75,75,76,75,75,75,74,82,83,82,82,83,83,82,83,82,83,84,82,82,81,81,82,83,81,83,83,82,83,82,81,78,83,42,44,41,41,42,43,42,43,42,42,43,42,40,41,42,43,43,44,42,42,43,42,43,44,45,44,47,45,43,44,43,46,46,44,42,44,43,43,41,9,8,33,9,27,7,6,29,7,15,29,27,28,7,11,28,8,6,6,29,29,8,0,26,27,5,6,29,6,25,28,27,26,7,27,30,6,2,27
104,84,85,85,86,86,84,85,84,85,85,85,86,85,85,85,84,91,92,91,91,92,92,91,92,91,92,93,91,91,90,90,91,92,92,92,92,91,92,91,90,90,92,50,48,49,50,47,47,50,47,48,51,47,50,48,49,50,51,51,48,50,50,57,56,57,58,58,58,56,57,57,57,55,58,56,58,56,58,57,58,55,31,30,7,31,25,29,28,3,27,21,5,25,24,29,30,2,30,24,28,25,3,30,26,0,24,27,28,3,28,23,2,24,23,29,23,27,28,28,24
105,78,79,79,80,80,78,79,78,79,79,79,80,79,79,79,78,85,86,85,85,86,86,85,86,85,86,87,85,85,84,84,85,86,86,86,86,85,86,85,84,83,86,48,48,47,47,48,47,48,49,48,48,47,48,46,47,47,49,49,48,48,48,51,50,51,52,52,51,48,49,50,49,51,53,47,52,49,52,51,52,49,31,30,31,31,23,29,28,27,23,31,29,23,22,29,24,26,29,21,28,23,27,30,27,24,0,27,28,27,28,2,26,24,1,29,21,25,28,28,2
106,77,78,78,79,79,77,78,77,78,78,78,79,78,78,78,77,83,84,83,83,84,84,83,84,83,84,85,83,83,82,82,83,84,82,84,84,83,84,83,82,81,84,43,45,42,42,43,42,43,44,43,43,45,43,41,42,41,44,44,45,43,43,48,47,48,49,48,49,51,50,48,48,48,49,50,49,47,49,46,46,46,4,3,34,4,27,2,1,30,6,14,30,27,28,2,12,29,3,9,1,29,30,3,5,27,27,0,1,30,1,25,29,27,26,2,27,30,1,5,27
107,76,77,77,78,78,76,77,76,77,77,77,78,77,77,77,76,83,84,83,83,84,84,83,84,83,84,85,83,83,82,82,83,84,82,84,84,83,84,83,82,80,84,44,46,43,43,44,43,44,45,44,44,46,44,42,43,42,45,45,46,44,44,49,48,49,50,49,50,52,51,49,49,49,50,51,50,48,50,47,47,47,5,4,35,5,28,3,2,31,7,15,31,28,29,3,13,30,4,10,2,30,31,4,6,28,28,1,0,31,2,26,30,28,27,3,28,31,2,6,28
