,principal component 1,principal component 2
0,8.54898952002688,-0.7749169219884238
1,8.719608656890244,-0.8081051156177457
2,8.71613506787726,-0.805511920850657
3,8.893775470329011,-0.8417878447811172
4,8.90838680992563,-0.7957200978932293
5,8.178718640663293,-0.5865166570622263
6,8.70224071182532,-0.7951391417823523
7,8.296218184063783,-0.5732878794069773
8,8.746547636782834,-0.7657010233138289
9,8.366422323653621,-0.6880099382613282
10,8.409984646165514,-1.0847118649229355
11,8.865409101836324,-0.8200379987440253
12,8.269725708163648,-0.9723411771528386
13,8.677925588734427,-0.7769867784127962
14,8.674451999721448,-0.7743935836457162
15,7.961066987021554,-0.7785584243667446
16,10.367184790105897,0.9370676757226887
17,10.47617664090008,0.9342394044044814
18,10.164996521085872,0.929873714182071
19,10.289239222368252,0.8730150013476222
20,10.564409123057597,0.9907090704417352
21,10.560935534044612,0.993302265208814
22,10.263020071894163,0.8915753344875361
23,10.234779835101426,0.733042414640552
24,10.39950430709728,1.295687711967067
25,10.547041177992675,1.0036750442771336
26,10.76274144474704,1.0549814628791458
27,10.36920518416975,0.8825572434437725
28,10.241477766701914,0.9931019987041431
29,10.090660533627917,0.8925408853288874
30,9.948906275704575,1.228908995093983
31,10.555421405643408,0.9926623341990973
32,10.209891691526868,0.6466920518906932
33,10.755503387503339,1.196872533074206
34,10.437344007326686,0.9730697758524587
35,10.251465052206026,1.2190250927284767
36,10.213668248275704,1.0138828102043314
37,10.490918609442124,0.9935233860084599
38,10.084219622539658,1.4750800555133856
39,9.923057684848938,0.8685857153111222
40,9.394722484886652,-0.28971846356605496
41,10.194031044456178,0.7292054610317974
42,-4.342876127995859,-5.697225695782075
43,-4.565804620379156,-5.434099438020061
44,-4.426697324140597,-5.572588676053728
45,-3.9851589089493755,-5.231910473654925
46,-4.18585577118242,-5.122644041191531
47,-4.36142608906881,-4.481802517335856
48,-4.0513974456966,-5.359057335778623
49,-4.358904480919905,-5.4513071954329515
50,-4.36057941077228,-4.955164598961408
51,-3.529166312845388,-5.242438008258862
52,-4.811489506372155,-5.323762371210004
53,-4.54810546085406,-5.806561325357771
54,-4.627941245538206,-5.191873135427298
55,-4.284429572029852,-5.385417651193531
56,-4.408824970678989,-5.477839083097998
57,-4.499836619350322,-5.649203200571281
58,-4.486892442144372,-5.918801031690221
59,-4.685417995098829,-5.671931679316346
60,-4.339007733992866,-5.375116287056748
61,-4.408970674944995,-5.187777343050803
62,-5.222238232360032,-6.7784636686594375
63,-5.043403670708619,-6.566938370593161
64,-5.137927347742413,-6.668982909298549
65,-5.339005332719165,-7.0836761411543705
66,-5.063658744380603,-6.614017610955086
67,-5.045444975357038,-6.703689621640799
68,-4.874440409157293,-6.462454843006476
69,-4.512711912325632,-6.558168374889403
70,-5.206134539274799,-6.742309434157363
71,-4.837264549584726,-6.439520706737142
72,-5.194594202321252,-6.527972071023129
73,-4.9158000149915635,-6.845866680499122
74,-5.135586456538026,-6.393680150014517
75,-5.37374122284901,-7.0577441934835745
76,-5.212453379079371,-6.503234174631124
77,-5.287713420496293,-6.943208216638761
78,-5.237471948204816,-6.627336223870667
79,-4.890694757278778,-6.620335445666195
80,-5.270167956139057,-6.183177063391208
81,-5.826803358572285,5.936196575052653
82,-5.896802124576767,5.911067755627138
83,-5.8844474103558975,6.961142849894156
84,-6.023832542079923,6.1891946439426615
85,-5.537117871459698,6.841510517505219
86,-5.71804638449216,5.586018192992733
87,-5.6704119293668125,5.353635580356966
88,-5.72793637795557,5.763203570885164
89,-5.4384810456285555,5.553443450422509
90,-5.481427632025297,6.2570089999509575
91,-5.862231552104509,6.09999251570857
92,-5.519697232653054,7.009865102808963
93,-5.429365714694101,6.680966957910067
94,-5.500223027257205,5.3874657230801795
95,-6.1086132971467455,5.191126189552024
96,-6.0230795340568895,6.136341377466968
97,-5.747641840762323,5.751809685103958
98,-5.730098701343986,4.450056108756773
99,-5.750219684813726,4.851670167624421
100,-5.854352752672659,7.214427802862758
101,-6.242755218872501,6.171182675816939
102,-5.52445674263101,5.688725638337635
103,-5.965441452990486,4.806284125015373
104,-6.147172260810761,5.979716169038726
105,-4.722020730450487,4.93836174834989
106,-5.9378480909202445,5.235117906265517
107,-5.932015227601948,5.200933622614454
108,-6.043128059016671,5.479926219920801
109,-5.523564486336206,5.353940090370898
110,-4.988866939595942,5.005186692179181
111,-6.008989596063907,5.654600857667724
112,-4.856610537491932,5.874995346847476
113,-4.843940232156113,4.962938823842713
114,-5.380634368715603,5.00577986315325
115,-5.67173779250483,6.614769677624772
116,-5.519014988536031,6.89598726382071
117,-5.815343558131997,4.901830120358876
118,-5.79783045363082,4.547916010316453
119,-5.004692185996089,4.601527763531238
